datetime,open,high,low,close,volume,quote_volume,trades
2024-12-01T05:45:00,96475.2,96594.8,96402.6,96576.2,348.573,33639893.9507,6698
2024-12-01T05:50:00,96576.2,96614.1,96547.6,96614.1,221.751,21417001.6284,4404
2024-12-01T05:55:00,96614.1,96653.3,96600.0,96632.4,303.658,29340107.3644,4342
2024-12-01T06:00:00,96632.5,96653.3,96569.7,96627.8,318.803,30800320.5544,5764
2024-12-01T06:05:00,96627.8,96668.6,96590.1,96623.9,139.455,13476436.7494,3983
2024-12-01T06:10:00,96624.0,96685.9,96585.4,96669.5,154.573,14938868.5045,4013
2024-12-01T06:15:00,96669.6,96746.3,96650.6,96746.3,225.634,21817514.1535,4394
2024-12-01T06:20:00,96746.3,96746.3,96543.1,96559.2,407.893,39410548.6286,7220
2024-12-01T06:25:00,96559.2,96572.9,96313.0,96346.1,570.679,55018544.7856,11421
2024-12-01T06:30:00,96346.2,96485.6,96335.9,96485.5,796.857,76828704.911,12625
2024-12-01T06:35:00,96485.5,96510.0,96375.2,96495.0,307.995,29705610.1267,7115
2024-12-01T06:40:00,96495.0,96498.7,96343.3,96403.2,405.204,39070833.7908,7935
2024-12-01T06:45:00,96403.2,96480.0,96220.0,96243.2,780.69,75198446.5462,13206
2024-12-01T06:50:00,96243.2,96319.0,96205.2,96266.7,526.549,50679274.6208,10092
2024-12-01T06:55:00,96266.6,96343.1,96262.6,96323.4,416.148,40078474.8702,8063
2024-12-01T07:00:00,96323.4,96332.0,96228.0,96265.5,481.796,46379185.7085,8080
2024-12-01T07:05:00,96265.5,96527.6,96254.4,96491.5,385.357,37165300.536,8479
2024-12-01T07:10:00,96491.5,96538.4,96480.1,96510.2,231.922,22382703.8099,5009
2024-12-01T07:15:00,96510.1,96580.6,96484.5,96544.1,271.969,26255635.895,5785
2024-12-01T07:20:00,96544.1,96586.8,96450.0,96500.7,380.777,36750887.8153,5657
2024-12-01T07:25:00,96501.2,96557.1,96470.3,96511.2,159.285,15374214.7375,3969
2024-12-01T07:30:00,96511.3,96601.0,96424.4,96457.1,373.836,36084002.518,7585
2024-12-01T07:35:00,96457.0,96484.8,96230.0,96269.7,628.521,60540383.2138,9033
2024-12-01T07:40:00,96269.9,96275.5,96095.2,96164.9,1172.679,112771333.9174,16041
2024-12-01T07:45:00,96164.8,96290.9,96123.0,96244.0,665.004,63972760.229,9476
2024-12-01T07:50:00,96244.0,96275.0,96168.5,96243.3,282.289,27161821.0606,6213
2024-12-01T07:55:00,96243.3,96487.0,96124.7,96221.1,4163.906,401023081.262,51250
2024-12-01T08:00:00,96221.0,96314.4,96121.0,96280.0,531.069,51079743.9598,10765
2024-12-01T08:05:00,96280.1,96283.7,96141.7,96169.1,353.142,33973244.9931,8483
2024-12-01T08:10:00,96169.1,96270.0,96168.0,96188.9,164.285,15806588.4141,5604
2024-12-01T08:15:00,96188.9,96197.0,96018.0,96018.1,775.613,74516371.4106,11744
2024-12-01T08:20:00,96018.1,96045.0,95813.3,95883.5,1947.783,186809624.3919,27710
2024-12-01T08:25:00,95883.5,95958.5,95813.0,95937.6,579.369,55554613.3432,10971
2024-12-01T08:30:00,95937.6,96040.4,95925.0,95970.9,394.25,37841089.4436,8105
2024-12-01T08:35:00,95970.9,96057.4,95915.3,96031.7,365.769,35109281.605,7697
2024-12-01T08:40:00,96031.8,96031.8,95736.5,95844.9,956.55,91664428.879,13692
2024-12-01T08:45:00,95844.9,95986.3,95835.4,95985.6,342.046,32805286.0585,7265
2024-12-01T08:50:00,95985.6,96050.0,95985.5,96009.7,286.67,27521969.9092,5251
2024-12-01T08:55:00,96009.6,96283.5,96009.6,96227.9,672.994,64739588.4977,10520
2024-12-01T09:00:00,96227.9,96254.7,96162.2,96207.2,304.821,29326196.4326,6177
2024-12-01T09:05:00,96207.1,96249.9,96117.6,96117.6,208.52,20054609.7794,4786
2024-12-01T09:10:00,96117.6,96138.9,96049.7,96108.0,170.832,16414636.0642,4561
2024-12-01T09:15:00,96108.0,96216.7,96095.5,96209.3,435.498,41876415.356,5869
