datetime,open,high,low,close,volume,quote_volume,trades
2025-08-04 12:45:00,0.20112,0.20191,0.20091,0.20176,4965538.0,1000372.61876,7401
2025-08-04 13:00:00,0.20176,0.20226,0.20115,0.2014,5542818.0,1118501.16304,8812
2025-08-04 13:15:00,0.2014,0.20188,0.20101,0.20121,3499323.0,704520.77581,8454
2025-08-04 13:30:00,0.2012,0.20348,0.20114,0.20347,15741408.0,3189636.03447,19426
2025-08-04 13:45:00,0.20347,0.20429,0.20222,0.20412,27365144.0,5562746.5632,24136
2025-08-04 14:00:00,0.20412,0.206,0.20403,0.20579,50791062.0,10423547.93842,35031
2025-08-04 14:15:00,0.20578,0.20629,0.20515,0.2059,40507657.0,8336978.90338,26299
2025-08-04 14:30:00,0.2059,0.206,0.20412,0.20412,15321274.0,3140849.95688,18200
2025-08-04 14:45:00,0.20412,0.20526,0.20328,0.20375,16750433.0,3417481.44256,22560
2025-08-04 15:00:00,0.20376,0.20442,0.20308,0.20429,12024934.0,2450660.48022,15669
2025-08-04 15:15:00,0.20428,0.20455,0.20401,0.20435,9008740.0,1840359.82667,12043
2025-08-04 15:30:00,0.20434,0.2047,0.20363,0.20383,9418138.0,1922547.61748,13236
2025-08-04 15:45:00,0.20383,0.2041,0.20303,0.20385,6988110.0,1422502.5582,11623
2025-08-04 16:00:00,0.20385,0.20536,0.20385,0.20505,11357529.0,2325803.68033,12051
2025-08-04 16:15:00,0.20506,0.20614,0.20484,0.20562,20420510.0,4200662.98679,16526
2025-08-04 16:30:00,0.20561,0.20849,0.20561,0.20792,28366649.0,5871441.14337,25375
2025-08-04 16:45:00,0.20792,0.20814,0.2072,0.20771,12004069.0,2492534.29474,17434
2025-08-04 17:00:00,0.20771,0.20966,0.20724,0.20966,16230770.0,3390342.23559,18793
2025-08-04 17:15:00,0.20966,0.20982,0.20777,0.2078,20147748.0,4199618.52259,15629
2025-08-04 17:30:00,0.20781,0.20786,0.20625,0.20651,8976694.0,1857960.67181,15380
2025-08-04 17:45:00,0.20651,0.20705,0.20606,0.20642,7966063.0,1644735.75914,10045
2025-08-04 18:00:00,0.20641,0.20689,0.20564,0.20565,8962944.0,1849456.6107,10594
2025-08-04 18:15:00,0.20565,0.20676,0.20565,0.20642,3993210.0,824132.91499,7169
2025-08-04 18:30:00,0.20642,0.20642,0.20526,0.20548,7207536.0,1482546.45843,7519
2025-08-04 18:45:00,0.20548,0.20595,0.20485,0.20531,6362508.0,1305853.33028,6352
2025-08-04 19:00:00,0.20531,0.20568,0.20478,0.20529,13417660.0,2752833.52811,6992
2025-08-04 19:15:00,0.2053,0.20575,0.20474,0.20497,2655183.0,544913.92284,5540
2025-08-04 19:30:00,0.20497,0.20508,0.20405,0.20423,9247829.0,1890605.74504,7829
2025-08-04 19:45:00,0.20423,0.20477,0.2042,0.20467,3605891.0,737408.20066,5850
2025-08-04 20:00:00,0.20467,0.20546,0.20436,0.20526,5325330.0,1091708.92286,7081
2025-08-04 20:15:00,0.20526,0.20598,0.20483,0.20577,2779448.0,571288.59899,4947
2025-08-04 20:30:00,0.20578,0.20698,0.20578,0.20679,6312123.0,1303762.00708,8959
2025-08-04 20:45:00,0.20678,0.20707,0.20604,0.2066,3877354.0,800812.07815,6653
2025-08-04 21:00:00,0.2066,0.208,0.20646,0.20768,7184879.0,1490019.82671,7672
2025-08-04 21:15:00,0.20769,0.20848,0.20722,0.20815,6773375.0,1408874.32623,8800
2025-08-04 21:30:00,0.20814,0.2095,0.20788,0.20945,6930799.0,1448220.31597,7109
2025-08-04 21:45:00,0.20945,0.20955,0.20856,0.20884,7441549.0,1556284.45615,5671
2025-08-04 22:00:00,0.20885,0.2096,0.20885,0.20942,7885608.0,1649621.52526,10389
2025-08-04 22:15:00,0.20942,0.21008,0.2091,0.2091,10313374.0,2162923.14566,8181
2025-08-04 22:30:00,0.2091,0.20971,0.2091,0.20971,6829287.0,1429734.26708,6873
2025-08-04 22:45:00,0.20972,0.21076,0.20964,0.21076,7087738.0,1490014.71625,7123
2025-08-04 23:00:00,0.21075,0.21127,0.20996,0.21121,7359292.0,1549639.32058,7776
2025-08-04 23:15:00,0.21121,0.21124,0.2104,0.21064,4877648.0,1028335.86815,6069
2025-08-04 23:30:00,0.21063,0.21125,0.21018,0.21054,5951046.0,1254235.18114,6571
2025-08-04 23:45:00,0.21053,0.21069,0.21011,0.21039,5278924.0,1110705.74901,5712
2025-08-05 00:00:00,0.21038,0.21062,0.2093,0.20983,16477928.0,3457735.62,12930
2025-08-05 00:15:00,0.20984,0.21004,0.20924,0.20956,5925515.0,1241840.1741,8670
2025-08-05 00:30:00,0.20957,0.21106,0.20957,0.2106,9074679.0,1909109.87828,12639
2025-08-05 00:45:00,0.2106,0.21061,0.2093,0.20969,9458839.0,1983810.01483,9943
2025-08-05 01:00:00,0.20969,0.21047,0.20917,0.20936,5819377.0,1221402.15288,9890
2025-08-05 01:15:00,0.20936,0.20968,0.20876,0.20941,6100566.0,1276172.47812,10678
2025-08-05 01:30:00,0.2094,0.2094,0.20868,0.20918,4495140.0,939362.88828,8388
2025-08-05 01:45:00,0.20917,0.20938,0.2083,0.20851,5512984.0,1150394.37125,8647
2025-08-05 02:00:00,0.20851,0.20914,0.20789,0.20792,8559221.0,1785448.86339,10050
2025-08-05 02:15:00,0.20791,0.20836,0.20784,0.20796,4812187.0,1001042.98661,7361
2025-08-05 02:30:00,0.20797,0.2085,0.20791,0.20832,5436389.0,1132328.11792,6403
2025-08-05 02:45:00,0.20831,0.20928,0.20823,0.20921,10144446.0,2118221.35148,7257
2025-08-05 03:00:00,0.20921,0.20923,0.20686,0.20726,11106496.0,2306106.03091,11451
2025-08-05 03:15:00,0.20726,0.20726,0.20628,0.20679,10920698.0,2257593.84851,10938
2025-08-05 03:30:00,0.2068,0.20697,0.20611,0.20648,7464775.0,1541362.78461,8628
2025-08-05 03:45:00,0.20649,0.20692,0.20633,0.2064,5918523.0,1222364.47612,7914
2025-08-05 04:00:00,0.20641,0.20709,0.20594,0.20696,10795556.0,2229044.79691,10836
2025-08-05 04:15:00,0.20695,0.20699,0.20581,0.20636,4818698.0,993904.26209,9996
2025-08-05 04:30:00,0.20636,0.20638,0.20566,0.20585,4746099.0,977194.51579,7765
2025-08-05 04:45:00,0.20585,0.20617,0.20564,0.2059,3412820.0,702672.2561,5783
2025-08-05 05:00:00,0.2059,0.20668,0.20585,0.20632,6248094.0,1289345.53142,7416
2025-08-05 05:15:00,0.20633,0.2066,0.20585,0.20621,2398146.0,494720.7113,5054
2025-08-05 05:30:00,0.20622,0.20659,0.20587,0.20607,4028725.0,830943.24323,6438
2025-08-05 05:45:00,0.20606,0.20668,0.20603,0.20656,4239989.0,875074.00381,5515
2025-08-05 06:00:00,0.20656,0.20711,0.20638,0.20658,5037769.0,1041885.58747,6588
2025-08-05 06:15:00,0.20659,0.20748,0.20648,0.20725,4493190.0,930728.10324,6268
2025-08-05 06:30:00,0.20724,0.20725,0.20648,0.20651,3487808.0,721578.68652,5442
2025-08-05 06:45:00,0.2065,0.2065,0.20447,0.20507,12425673.0,2551276.38707,13667
2025-08-05 07:00:00,0.20507,0.20521,0.2045,0.20483,6442386.0,1319912.40082,10674
2025-08-05 07:15:00,0.20483,0.20545,0.20373,0.20413,8445600.0,1726033.3727,10905
2025-08-05 07:30:00,0.20413,0.20413,0.20151,0.20217,37194561.0,7538860.41198,29607
2025-08-05 07:45:00,0.20217,0.20305,0.20171,0.20187,13142847.0,2659168.2042,10677
2025-08-05 08:00:00,0.20186,0.20238,0.20129,0.20195,11305964.0,2282291.71302,11797
2025-08-05 08:15:00,0.20195,0.2033,0.20195,0.20312,7254178.0,1472109.02097,10733
2025-08-05 08:30:00,0.20313,0.2036,0.2024,0.20297,8157674.0,1657387.00607,10611
2025-08-05 08:45:00,0.20298,0.2034,0.20263,0.20331,3181023.0,645777.70866,6930
2025-08-05 09:00:00,0.20331,0.20401,0.20325,0.20375,6367864.0,1297170.79903,7720
2025-08-05 09:15:00,0.20375,0.20464,0.20353,0.20454,7104141.0,1449732.81001,7999
2025-08-05 09:30:00,0.20454,0.20527,0.20429,0.20516,11281119.0,2308923.78286,8802
2025-08-05 09:45:00,0.20516,0.20681,0.20516,0.2067,7554863.0,1556942.79676,12236
2025-08-05 10:00:00,0.2067,0.2067,0.20555,0.20596,6157872.0,1268613.91586,10775
2025-08-05 10:15:00,0.20596,0.2082,0.20593,0.20765,9586001.0,1984118.86261,14084
2025-08-05 10:30:00,0.20766,0.20885,0.20766,0.20832,12085159.0,2518275.15528,19322
2025-08-05 10:45:00,0.20832,0.20832,0.20759,0.208,11981005.0,2491461.61555,10068
2025-08-05 11:00:00,0.20801,0.20826,0.20724,0.20778,5450779.0,1131841.01985,10224
2025-08-05 11:15:00,0.20777,0.20842,0.20746,0.20811,3996416.0,830866.78302,8226
