timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2023-01-01 00:00:00,16541.77,16559.77,16508.39,16533.04,15515.82327,2023-01-01 03:59:59.999,256565046.24440780,529532,7617.41262000,125959681.22808840,0
2023-01-01 04:00:00,16533.04,16550.0,16499.01,16526.19,16532.24115,2023-01-01 07:59:59.999,273208014.18867230,502695,8215.80952000,135772740.03246280,0
2023-01-01 08:00:00,16525.7,16557.0,16505.2,16556.66,15915.96701,2023-01-01 11:59:59.999,263119992.19629640,531758,8004.23188000,132326590.60298730,0
2023-01-01 12:00:00,16556.66,16572.94,16533.68,16558.73,15046.09096,2023-01-01 15:59:59.999,249044515.38484690,520676,7515.69523000,124401941.54153330,0
2023-01-01 16:00:00,16558.73,16623.65,16558.0,16603.08,18532.64857,2023-01-01 19:59:59.999,307401962.52476670,594496,9437.40515000,156541081.52146320,0
2023-01-01 20:00:00,16603.53,16628.0,16586.24,16616.75,15382.64278,2023-01-01 23:59:59.999,255454259.13822250,539198,7758.22728000,128839638.90852370,0
2023-01-02 00:00:00,16617.17,16707.25,16548.7,16661.94,19463.4751,2023-01-02 03:59:59.999,323032602.87927700,619992,9720.70175000,161345530.72567860,0
2023-01-02 04:00:00,16662.38,16769.51,16619.44,16721.28,26026.88178,2023-01-02 07:59:59.999,434177885.60997090,777019,12891.53976000,215065867.86373760,0
2023-01-02 08:00:00,16721.27,16772.01,16704.07,16735.11,23267.94119,2023-01-02 11:59:59.999,389312521.37502650,799698,11767.58225000,196896293.30732680,0
2023-01-02 12:00:00,16735.51,16750.0,16669.15,16734.66,21747.21491,2023-01-02 15:59:59.999,363473571.02339380,755940,10798.20820000,180482354.75262040,0
2023-01-02 16:00:00,16734.66,16739.64,16707.12,16737.56,12314.73653,2023-01-02 19:59:59.999,205920047.25100920,503108,6289.51015000,105169928.06483830,0
2023-01-02 20:00:00,16737.56,16799.23,16660.51,16672.87,19068.3224,2023-01-02 23:59:59.999,318766587.12920100,580361,9457.71737000,158114805.97760460,0
2023-01-03 00:00:00,16672.78,16706.14,16647.81,16691.81,20183.45596,2023-01-03 03:59:59.999,336660106.41405830,702462,10154.58549000,169379197.43233300,0
2023-01-03 04:00:00,16691.81,16778.4,16681.79,16729.74,21434.34333,2023-01-03 07:59:59.999,358362836.10816180,787280,10732.87193000,179446504.97334870,0
2023-01-03 08:00:00,16730.15,16766.0,16698.15,16721.03,25576.16376,2023-01-03 11:59:59.999,427836488.17296760,856872,12695.61047000,212375854.69283350,0
2023-01-03 12:00:00,16721.42,16773.0,16617.79,16676.94,42131.78382,2023-01-03 15:59:59.999,703745447.45174690,1164560,20826.94352000,347885296.85434920,0
2023-01-03 16:00:00,16677.54,16688.2,16605.28,16643.37,29519.13275,2023-01-03 19:59:59.999,491222512.97687440,909049,14690.13711000,244457833.62305170,0
2023-01-03 20:00:00,16643.77,16695.0,16640.4,16675.18,20696.65771,2023-01-03 23:59:59.999,344938525.20185940,677373,10495.61394000,174926715.13775850,0
2023-01-04 00:00:00,16675.65,16877.65,16652.66,16862.02,41904.57254,2023-01-04 03:59:59.999,702057787.44326570,1113721,21284.89731000,356598402.19313320,0
2023-01-04 04:00:00,16862.61,16910.98,16840.36,16869.44,30270.2531,2023-01-04 07:59:59.999,510489950.35435920,974211,15129.39607000,255153370.40096080,0
2023-01-04 08:00:00,16869.49,16919.0,16831.13,16835.35,30320.64004,2023-01-04 11:59:59.999,511054018.76656190,964344,15017.09692000,253121364.82106660,0
2023-01-04 12:00:00,16835.35,16863.09,16765.3,16854.05,40843.05953,2023-01-04 15:59:59.999,687050576.82053860,1154970,20189.79426000,339633493.75824160,0
2023-01-04 16:00:00,16853.55,16991.87,16787.85,16842.36,52076.35176,2023-01-04 19:59:59.999,879406879.46466220,1357745,25673.10055000,433568519.89294890,0
2023-01-04 20:00:00,16842.32,16869.56,16777.0,16850.36,24947.31165,2023-01-04 23:59:59.999,419773996.99597760,745712,12452.82991000,209541860.31902590,0
2023-01-05 00:00:00,16850.36,16878.18,16807.72,16827.71,21763.76721,2023-01-05 03:59:59.999,366480779.54793570,739990,10691.35832000,180035180.98252030,0
2023-01-05 04:00:00,16827.71,16849.37,16789.87,16823.64,21213.55835,2023-01-05 07:59:59.999,356953889.52533000,659873,10524.65393000,177096686.65149920,0
2023-01-05 08:00:00,16823.05,16839.0,16780.75,16833.6,26296.22105,2023-01-05 11:59:59.999,442148515.74604730,776702,13270.54755000,223138254.22047530,0
2023-01-05 12:00:00,16833.6,16879.82,16753.0,16842.94,41963.23448,2023-01-05 15:59:59.999,705775474.61333740,1146141,20962.26178000,352570597.81061670,0
2023-01-05 16:00:00,16842.94,16875.5,16800.5,16863.85,30157.4645,2023-01-05 19:59:59.999,507765572.75952330,858941,14769.16231000,248673476.54148280,0
2023-01-05 20:00:00,16864.29,16873.52,16818.91,16831.85,22079.32082,2023-01-05 23:59:59.999,371956021.62555970,660367,10741.58773000,180957557.84670490,0
2023-01-06 00:00:00,16831.85,16872.57,16802.01,16833.56,22896.56633,2023-01-06 03:59:59.999,385537449.35640890,663651,11290.03163000,190108924.51089480,0
2023-01-06 04:00:00,16833.56,16837.87,16779.96,16794.06,24759.51652,2023-01-06 07:59:59.999,416109442.94447280,667637,12222.13933000,205403431.82884520,0
2023-01-06 08:00:00,16794.33,16812.22,16709.88,16738.22,29976.56156,2023-01-06 11:59:59.999,502807373.18582010,819541,14555.96629000,244162834.26413790,0
2023-01-06 12:00:00,16738.74,16849.0,16679.0,16840.82,52584.91113,2023-01-06 15:59:59.999,881566120.84522260,1317647,26512.09198000,444494825.32922180,0
2023-01-06 16:00:00,16840.1,16965.41,16805.04,16939.91,42771.69765,2023-01-06 19:59:59.999,720924329.41048250,1031782,21620.98431000,364435116.40130620,0
2023-01-06 20:00:00,16940.41,17041.0,16886.21,16950.65,34412.03096,2023-01-06 23:59:59.999,583360293.94571550,888403,17119.01611000,290223102.86789460,0
2023-01-07 00:00:00,16950.31,16981.91,16930.46,16952.46,17943.00432,2023-01-07 03:59:59.999,304173695.55852760,579681,8736.17549000,148100805.25910560,0
2023-01-07 04:00:00,16952.73,16954.45,16922.14,16948.09,15480.43183,2023-01-07 07:59:59.999,262214857.29842570,503303,7754.88925000,131356062.74520290,0
2023-01-07 08:00:00,16948.18,16954.95,16908.07,16918.3,18936.72265,2023-01-07 11:59:59.999,320535271.77595350,574231,9310.71199000,157600235.66244170,0
2023-01-07 12:00:00,16918.3,16947.7,16908.0,16940.42,20650.09476,2023-01-07 15:59:59.999,349510859.80376690,599581,10222.07106000,173013535.05300210,0
2023-01-07 16:00:00,16940.6,16946.13,16916.0,16944.05,16073.99982,2023-01-07 19:59:59.999,272156229.29483010,505703,7939.34977000,134425655.43570130,0
2023-01-07 20:00:00,16944.05,16951.92,16929.46,16943.57,15442.31542,2023-01-07 23:59:59.999,261610796.47746960,464662,7661.63351000,129798913.48105880,0
