timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2023-01-01 00:00:00,1196.13,1196.7,1192.72,1194.09,5889.384,2023-01-01 00:59:59.999,7036229.66277800,15832,2550.82940000,3046971.69739500,0
2023-01-01 01:00:00,1194.09,1196.37,1193.84,1196.02,3157.2079,2023-01-01 01:59:59.999,3773474.99457900,8245,1583.87150000,1892939.78282900,0
2023-01-01 02:00:00,1196.01,1196.74,1194.11,1195.4,3752.0476,2023-01-01 02:59:59.999,4484632.17595400,8377,1771.73310000,2117551.97275800,0
2023-01-01 03:00:00,1195.41,1195.41,1191.71,1194.04,7493.4207,2023-01-01 03:59:59.999,8941606.82896700,10244,3409.54920000,4068125.50656600,0
2023-01-01 04:00:00,1194.05,1194.05,1190.57,1192.92,6409.2491,2023-01-01 04:59:59.999,7641846.88222900,10211,2832.32390000,3377224.72335400,0
2023-01-01 05:00:00,1192.92,1194.67,1192.71,1194.54,2316.3448,2023-01-01 05:59:59.999,2765081.23703000,7332,1203.65760000,1436771.21844700,0
2023-01-01 06:00:00,1194.55,1195.23,1193.81,1194.81,4102.0957,2023-01-01 06:59:59.999,4899784.44507700,12437,2464.41860000,2943526.94305400,0
2023-01-01 07:00:00,1194.81,1195.75,1193.04,1195.06,5826.7698,2023-01-01 07:59:59.999,6960068.32358100,10202,2978.39920000,3557578.37125500,0
2023-01-01 08:00:00,1195.07,1195.9,1194.17,1194.28,3124.6022,2023-01-01 08:59:59.999,3734149.84742900,7964,1508.14650000,1802224.45737400,0
2023-01-01 09:00:00,1194.27,1196.55,1193.98,1196.48,2763.9478,2023-01-01 09:59:59.999,3303313.97306700,8452,1498.16190000,1790406.73677500,0
2023-01-01 10:00:00,1196.47,1197.19,1195.59,1197.14,2006.5809,2023-01-01 10:59:59.999,2400028.44633200,7025,1017.49450000,1216995.71412000,0
2023-01-01 11:00:00,1197.14,1197.41,1195.72,1196.34,2854.0542,2023-01-01 11:59:59.999,3414885.46688400,7821,1370.11820000,1639370.95791700,0
2023-01-01 12:00:00,1196.35,1198.5,1195.83,1197.17,4418.7365,2023-01-01 12:59:59.999,5289955.58337800,9228,2360.94520000,2826257.42878300,0
2023-01-01 13:00:00,1197.16,1197.29,1193.54,1195.26,4804.449,2023-01-01 13:59:59.999,5742834.49884200,10193,1915.14180000,2289290.67804400,0
2023-01-01 14:00:00,1195.26,1195.86,1194.2,1194.5,3496.2584,2023-01-01 14:59:59.999,4178623.53931800,8320,1650.53110000,1972652.96991600,0
2023-01-01 15:00:00,1194.5,1196.81,1194.34,1196.81,2771.4134,2023-01-01 15:59:59.999,3312992.41668100,7903,1432.06010000,1711801.36399800,0
