datetime,open,high,low,close,volume,quote_volume,trades
2025-08-04 13:00:00,114444.36,114913.89,114121.0,114913.88,839.66562,96195003.1547709,139433
2025-08-04 14:00:00,114913.89,115466.0,114652.96,114736.78,1386.32387,159706986.9703216,222561
2025-08-04 15:00:00,114736.78,115022.97,114560.33,114826.0,437.62587,50252408.5840611,113990
2025-08-04 16:00:00,114826.01,115405.22,114826.0,115301.0,612.68493,70523804.8398123,124803
2025-08-04 17:00:00,115301.0,115720.0,115148.08,115193.41,546.48208,63094908.1115816,121838
2025-08-04 18:00:00,115193.41,115312.76,114913.88,114957.64,298.66935,34377770.1910487,77391
2025-08-04 19:00:00,114957.63,115134.46,114732.65,114777.62,385.27982,44277449.1816858,88382
2025-08-04 20:00:00,114777.62,115076.34,114616.33,114811.96,363.41688,41728306.7455128,86350
2025-08-04 21:00:00,114811.95,115258.62,114810.75,115111.09,229.85173,26445008.5370359,62603
2025-08-04 22:00:00,115111.09,115325.88,115086.72,115325.88,225.85251,26017737.7017707,74572
2025-08-04 23:00:00,115325.88,115340.0,115046.67,115055.03,185.05673,21323087.1733036,38100
2025-08-05 00:00:00,115055.03,115127.81,114840.0,114886.96,347.41151,39951486.9516336,80815
2025-08-05 01:00:00,114886.97,115046.68,114695.18,114708.11,309.55292,35552377.1301936,75444
2025-08-05 02:00:00,114708.11,114827.79,114614.94,114719.27,238.27103,27330444.5446571,52459
2025-08-05 03:00:00,114719.27,114737.82,114256.85,114256.85,503.68849,57620760.4165128,78920
2025-08-05 04:00:00,114256.85,114426.65,114149.95,114338.06,577.56577,66003412.4433522,64720
2025-08-05 05:00:00,114338.07,114487.25,114239.87,114405.99,337.63342,38613468.3147499,50464
2025-08-05 06:00:00,114406.0,114500.66,114105.71,114178.63,389.84213,44568791.2205823,45297
2025-08-05 07:00:00,114178.64,114395.3,113725.72,113969.7,820.50191,93618927.5702363,100643
2025-08-05 08:00:00,113969.7,114540.0,113928.87,114281.09,460.31877,52588188.5127944,90873
2025-08-05 09:00:00,114281.09,114792.72,114281.08,114694.76,482.30599,55262398.8179513,70050
2025-08-05 10:00:00,114694.76,115096.73,114586.73,114841.27,438.67573,50393119.7398995,91368
2025-08-05 11:00:00,114841.28,114972.0,114750.0,114827.07,212.26183,24374017.4752184,64884
2025-08-05 12:00:00,114827.07,114893.13,113500.01,113937.35,935.92869,106801399.5860562,205984
2025-08-05 13:00:00,113937.35,114573.17,113868.0,114381.43,634.93972,72506613.8480316,170810
2025-08-05 14:00:00,114380.75,114386.37,112650.0,113037.12,2125.43779,240684562.4815356,387038
2025-08-05 15:00:00,113037.12,113249.11,112692.3,112934.0,894.1622,100999968.6175572,242547
2025-08-05 16:00:00,112934.0,113367.31,112815.68,113175.73,505.57628,57166347.1965632,165955
2025-08-05 17:00:00,113175.73,113661.96,113096.0,113640.01,359.20465,40721577.2715492,109412
2025-08-05 18:00:00,113640.01,113653.93,113261.79,113644.71,313.62971,35595868.4520417,117911
2025-08-05 19:00:00,113644.72,113763.27,113407.35,113616.52,256.1101,29102399.7380686,85232
2025-08-05 20:00:00,113616.51,113989.97,113494.47,113690.71,242.46818,27583113.6524769,64310
2025-08-05 21:00:00,113690.71,113862.45,113569.07,113606.53,183.41893,20858479.7441289,46792
2025-08-05 22:00:00,113606.52,113989.4,113304.0,113961.25,268.24607,30502465.0567788,73387
2025-08-05 23:00:00,113961.25,114228.88,113918.4,114129.75,205.63896,23461558.3640473,45737
2025-08-06 00:00:00,114129.75,114139.38,113748.67,113879.7,295.3476,33648272.5503805,73439
2025-08-06 01:00:00,113879.69,113945.14,113588.77,113821.21,292.50885,33274561.395588,87566
2025-08-06 02:00:00,113820.77,113833.88,113491.76,113623.22,206.78627,23502465.1452112,67295
2025-08-06 03:00:00,113623.23,113658.13,113400.0,113509.97,266.89492,30299316.9786007,57780
2025-08-06 04:00:00,113509.98,113582.71,113355.13,113429.21,248.98133,28245350.37348,48878
2025-08-06 05:00:00,113429.21,114417.02,113384.81,114148.01,602.70557,68738597.6928574,116662
2025-08-06 06:00:00,114148.01,114200.0,113933.23,114084.93,265.65128,30297282.3719342,75405
2025-08-06 07:00:00,114084.92,114300.0,114019.66,114227.91,319.69253,36509189.4539288,61958
2025-08-06 08:00:00,114227.9,114250.0,113727.57,113948.22,382.35629,43593516.6224624,72348
2025-08-06 09:00:00,113948.23,114368.31,113906.96,114093.15,340.97337,38906344.8686331,77132
2025-08-06 10:00:00,114093.15,114226.69,113899.2,114067.2,335.97303,38320986.0607197,63217
2025-08-06 11:00:00,114067.2,114404.23,114007.85,114226.69,220.99495,25241111.5728067,57106
